index,성분명,임부금기(등급),비고,허가사항,,,,,,,,,,,,,,,
969,Zidovudine,2등급,,태반 통과함. 이 약을 복용한 산모에게서 태어난 신생아의 혈중농도가 산모와 같다는 보고가 있음,,,,,,,,,,,,,,,
970,Nevirapine,2등급,,"동물실험에서 50mg/kg/day 투여 시 랫트의 태자 체중감소, 수태능 장애 나타남",,,,,,,,,,,,,,,
971,Nelfinavir,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
972,Enfuvirtide,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
973,Maraviroc,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
974,Cobicistat + Atazanavir,2등급,,임신한 여성을 포함한 환자들에게 투여 시 고빌리루빈혈증이 흔하게 발생함,,,,,,,,,,,,,,,
975,Cobicistat + Darunavir,2등급,,임신 중 약물노출 감소. 임신기간 중 이 약 투여를 시작하면 안 됨,,,,,,,,,,,,,,,
976,Inosiplex,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
977,Valaciclovir,2등급,,임부에 대한 안전성 미확립. 동물실험에서 활성대사물인 Acyclovir를 과용량(200mg/kg/day) 피하투여 시 랫트의 태자기형 보고,,,,,,,,,,,,,,,
978,Zanamivir,2등급,흡입제 포함,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
979,Natalizumab,2등급,,임신 후기에 투여 시 태아에 일시적인 혈소판 감소증 및 빈혈이 보고. 동물실험에서 생식독성 보고,,,,,,,,,,,,,,,
980,Flubendazole,2등급,,동물실험에서 태자독성 및 기형발생 보고,,,,,,,,,,,,,,,
981,Niclosamide,2등급,,-,,,,,,,,,,,,,,,
982,Pyrantel,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
983,Clostridium botulinum toxin type A,2등급,,"임부에 대한 안전성 미확립. 동물실험에서 0.125U/kg/day, 2U/kg/day 이상을 bolus투여한 토끼에서 유산 및 모체독성, 태자기형 나타남",,,,,,,,,,,,,,,
984,Sulfasalazine,2등급,,"신경계 장애(무뇌증, 이분척추) 및 엽산부족 가능성. 사람 태반을 통과하여 신생아에 핵황달 또는 고빌리루빈혈증 가능성",,,,,,,,,,,,,,,
985,Pentamidine,2등급,,동물실험에서 유산 및 뼈형성 지연에 근거한 배아독성 보고,,,,,,,,,,,,,,,
986,Pilocarpine,2등급,점안제 포함,"(정제) 동물실험에서 태아 독성 및 기형 보고
(점안제) 자궁 근육 수축을 일으킬 수 있음",,,,,,,,,,,,,,,
987,Homatropine,2등급,점안제 포함,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
988,Phenylephrine,2등급,,"랫트와 토끼에서 용량에 따라 발달지연 및 모체독성, 태아기형, 사망증가 등이 나타남",,,,,,,,,,,,,,,
989,Fluocinolone acetonide,2등급,"이식정제, 크림제, 점이제 포함","(이식정제) 동물실험에서 전신투여 시 저용량에서도 기형유발 작용이 있음
(크림제) 임부에 대한 안전성 미확립
(점이제) 동물실험에서 국소도포로 기형 발생",,,,,,,,,,,,,,,
990,Fluorometholone,2등급,"점안제, 안연고제 포함","(점안제) 스테로이드 제제의 최기형성 위험성
(안연고제) 동물실험에서 태아에 바람직하지 못한 효과 발생. 기형발생과 배자독성을 나타내는 물질로 알려져 있음",,,,,,,,,,,,,,,
991,Ketotifen,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
992,Apraclonidine,2등급,점안제 포함,동물실험에서 태아 부작용 발생,,,,,,,,,,,,,,,
993,Brinzolamide,2등급,점안제 포함,동물실험에서 태아 부작용 발생,,,,,,,,,,,,,,,
994,Dorzolamide,2등급,점안제 포함,"동물 실험에서 체중감소와 골화지연, 척추체 기형 등 발생",,,,,,,,,,,,,,,
995,Bimatoprost,2등급,점안제 포함,동물실험에서 유산 발생,,,,,,,,,,,,,,,
996,Latanoprost,2등급,점안제 포함,동물실험에서 유산 및 태아 부작용 발생,,,,,,,,,,,,,,,
997,Levobunolol,2등급,점안제 포함,임부에 대한 안전성 미확립. 장기투여 시 신생아에서 베타차단제의 징후 및 증상 관찰,,,,,,,,,,,,,,,
998,Timolol,2등급,점안제 포함,임부에 대한 안전성 미확립. 장기투여 시 신생아에서 베타차단제의 징후 및 증상 관찰,,,,,,,,,,,,,,,
999,Verteporfin,2등급,,"동물실험에서 무안구증, 소안구증, 파상늑골 등 기형 보고",,,,,,,,,,,,,,,
1000,Ciclesonide,2등급,"점비액제, 흡입제 포함",스테로이드를 투여받은 모체에서 태어난 영아는 부신저하증이 나타날 수 있음,,,,,,,,,,,,,,,
1001,Omalizumab,2등급,,영장류에서 혈소판의 감소와 관련이 있음. 낮은 연령일수록 감수성 증가,,,,,,,,,,,,,,,
1002,Piprinhydrinate,2등급,,동물실험에서 기형 발생,,,,,,,,,,,,,,,
1003,Sirolimus,2등급,,동물실험에서 태아독성 보고,,,,,,,,,,,,,,,
1004,Evening primrose oil,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1005,Peginterferon beta-1a,2등급,,자연유산 위험 증가 보고,,,,,,,,,,,,,,,
1006,Trientine,2등급,,"동물실험(랫트)에서 경구 투여 시 출혈 및 부종을 포함하여 흡수율과 기형 증가, 랫트 태아의 체내 구리농도는 감소",,,,,,,,,,,,,,,
1007,Zinc acetate,2등급,단일제에 한함,"임부에 투여 시 구리 결핍으로 최기형성 보고
외국에서 소두증 및 심장 장애가 각 1례씩 보고됨",,,,,,,,,,,,,,,
1008,Allopurinol,2등급,,동물실험에서 기형발생 보고,,,,,,,,,,,,,,,
1009,Edetate calcium disodium(Calcium EDTA),2등급,,"임부에 대한 안전성 미확립
동물실험(랫트)에서 사람권장용량의 25~40배 투여 시 태아기형의 흔적을 보였으나 음식으로의 아연 동시 섭취에 의해 예방되었음",,,,,,,,,,,,,,,
1010,Deferasirox,2등급,,"임부에 대한 안전성 미확립
동물시험에서 모체독성용량 투여 시 일부 생식독성 보임
동물실험(랫트)에서 비-철분축적(non-iron-overloaded) 모체에 중증의 독성을 일으키는 고용량을 투여 시 골격변이와 사산 발생빈도 수 증가",,,,,,,,,,,,,,,
1011,Deferoxamine,2등급,,동물실험(토끼)에서 기형발생(골격기형) 보고,,,,,,,,,,,,,,,
1012,Dexrazoxane,1등급,,"동물실험에서 태자독성, 기형발생 보고
환자는 치료 중 임신을 피해야 하며, 치료 중 그리고 치료 종료 후에도 효과적인 피임법 사용에 대해 권고됨",,,,,,,,,,,,,,,
1013,Aminobenzoate potassium,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1014,5-Hydroxytryptophan,2등급,,-,,,,,,,,,,,,,,,
1015,Cabergoline,2등급,,256명의 임부에서 17명의 선천적 기형이나 임신 중절 발생. 신생아 258명 중 23명에서 총 27건의 주요하고 경미한 기형 발생,,,,,,,,,,,,,,,
1016,"Avocado and Soyabean oil, unsaponifiables",2등급,,동물에서의 기형발생과 관련된 자료 및 임신 중에 복용 시 태아독성 또는 기형유발의 가능성을 평가하기 위한 충분한 정보 없음,,,,,,,,,,,,,,,
1017,Diacerein,2등급,,동물실험에서 태자 골형성 지연 보고,,,,,,,,,,,,,,,
1018,Diazoxide,2등급,,"랫트에서 태자의 재흡수 증가, 골격이상, 분만지연 발생
토끼에서 골격근과 심장에 기형 발생
동물 태반을 통과하여 태자의 췌장 β-세포 퇴화 유발",,,,,,,,,,,,,,,
1019,Barium Sulfate,2등급,,방사선 절차는 태아 기형 유발 가능,,,,,,,,,,,,,,,
1020,Gadobenate dimeglumine,1등급,,"동물시험에서 골격변이, 내장기형 관찰됨
임상연구에서 사산 및 신생아 사망 빈도 증가",,,,,,,,,,,,,,,
1021,Gadoteridol,1등급,,"동물실험에서 유산 및 조산 발생 빈도 증가
임상연구에서 사산 및 신생아 사망 빈도 증가
가돌리늄 유발 신성전신섬유증에 대한 위험 있음",,,,,,,,,,,,,,,
1022,Iobitridol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1023,Iodised oil,2등급,,"자궁조영난관술은 임부금기
일시적이라도 뇌손상이나 영구적인 갑상선기능저하증의 위험이 있으므로 모니터링 필요",,,,,,,,,,,,,,,
1024,Iodixanol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1025,Iohexol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1026,Iomeprol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1027,Iopamidol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1028,Iopromide,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1029,Ioversol,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1030,Ioxitalamic acid,2등급,,"태아 갑상선기능저하증 유발 가능
방사선 절차는 태아 기형 유발 가능",,,,,,,,,,,,,,,
1031,Alfacalcidol,2등급,,"과량 복용 시 태아독성 위험(육체적·정신적 발달지체, 대동맥 협착) 가능",,,,,,,,,,,,,,,
1032,Calcifediol,2등급,,"임부에 대한 안전성 미확립
동물실험에서 사람 복용량의 6~12배 투여 시 토끼에서 기형발생 보고",,,,,,,,,,,,,,,
1033,Paricalcitol,2등급,,"임부에 대한 안전성 미확립
동물실험에서 인체 투여용량인 0.24μg/kg의 0.5배(체표면적 기준, μg/m²)를 토끼에게, 2배(혈장노출농도 기준)를 랫트에게 매일 투여 시 경미한 태자육성 감소(5%) 보고
동물실험에서 20μg/kg씩 매주 3회 투여(체표면적 기준 인체 투여용량 14μg(0.24μg/kg)의 13배) 시 모태에 독성(고칼슘혈증)이 있는 용량에서 랫트 신생아의 사망률 증가 보고",,,,,,,,,,,,,,,
1034,Potassium chloride,2등급,단일제에 한함,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1035,Aminocaproic acid,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1036,Heparin,2등급,,"임부에 대한 안전성 미확립
자궁과 태반의 출혈위험 때문에 출산 시 주의 필요
경막 외 마취 시 헤파린투여 중단",,,,,,,,,,,,,,,
1037,Efmoroctocog alfa,2등급,,"마우스에서 태반 통과
잠재적인 이익이 위험을 상회하는 경우에만 투여",,,,,,,,,,,,,,,
1038,Factor IX Fc fusion protein recombinant,2등급,,-,,,,,,,,,,,,,,,
1039,Eltrombopag,2등급,,동물실험에서 모체 독성 용량에서 배자치사와 태자 체중감소의 증거 있음,,,,,,,,,,,,,,,
1040,Romiplostim,2등급,,랫트에서 태반 통과 및 태자 혈소판수 증가와 같은 생식 독성 보고,,,,,,,,,,,,,,,
1041,Lenograstim,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1042,Pegfilgrastim,2등급,,사람에게 투여하는 권장용량(체표면적에 의거)의 4배량을 누적하여 투여된 임신한 토끼에서 배아독성 및 유산증가 보고됨. 이러한 용량에서 모체독성의 징후가 있었음,,,,,,,,,,,,,,,
1043,Lipegfilgrastim,2등급,,동물실험에서 생식독성 보임,,,,,,,,,,,,,,,
1044,Pegteograstim,2등급,,임신한 토끼에서 용량 의존적으로 출혈 및 유산 발생률 증가 보고,,,,,,,,,,,,,,,
1045,Tripegfilgrastim,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1046,Ticlopidine,2등급,,"임부에 대한 안전성 미확립
랫트에 의한 실험에서 모체에 출혈경향 보고",,,,,,,,,,,,,,,
1047,Sodium tetradecyl sulfate,2등급,,-,,,,,,,,,,,,,,,
1048,Manganese chloride,2등급,,치료상의 유익성이 태아에 대한 위험성을 상회한다고 판단되는 경우에만 투여,,,,,,,,,,,,,,,
1049,Brentuximab vedotin,2등급,,"임부에 대한 안전성 미확립
동물실험에서 생식독성 보고",,,,,,,,,,,,,,,
1050,Centella Titrated Extract,2등급,,-,,,,,,,,,,,,,,,
1051,Dioctahedral smectite,2등급,,-,,,,,,,,,,,,,,,
1052,Nusinersen,2등급,,"동물실험(SC)에서 발달독성(장기 신경행동장애-운동능력 변화, 학습·기억 결함) 관찰됨",,,,,,,,,,,,,,,
1053,Letermovir,2등급,,"임부에 대한 안전성 미확립
동물실험에서 배태자 독성 및 태자기형 보고
랫트의 출생전후 발생시험에서 사람에 대한 권장용량에서의 노출도의 2배에서 총 한배새끼 소실 관찰",,,,,,,,,,,,,,,
1054,Guselkumab,2등급,,"임부에 대한 안전성 미확립
동물실험에서 태반통과 보고",,,,,,,,,,,,,,,
1055,Durvalumab,2등급,,"임부에 대한 안전성 미확립
태반통과 보고
동물실험(원숭이)에서 태자손실(유산 및 사산) 및 신생자 사망 수 증가 보고",,,,,,,,,,,,,,,
1056,Ertugliflozin,2등급,,"임부에 대한 안전성 미확립
랫트의 모체독성용량에서 태자 생존율 감소와 장관기형 발생률 증가 보고
랫트에서 신장 중량증가, 신우와 세뇨관의 이완, 신장 무기질 침작이 관찰됨",,,,,,,,,,,,,,,
1057,Tegoprazan,2등급,,"임부에 대한 안전성 미확립
랫트 태자에서 짧은 과잉목갈비뼈 증가 보고",,,,,,,,,,,,,,,
1058,Sucroferric oxyhydroxide,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1059,Florapronol (18F),2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1060,Adapalene,2등급,겔제 포함,"경구 레티노이드는 최기형성과 관련 있음
국소 투여 시 피부를 통해 소량 흡수될 가능성 있음
랫트와 토끼에 국소 적용한 실험에서 과잉늑골 발생이 미량 증가
토끼에서 골화지연 보고",,,,,,,,,,,,,,,
1061,Brivaracetam,2등급,,"임부에 대한 안전성 미확립
랫트에서 태반이행 보고
토끼 모체독성용량에서 배태자 독성 관찰",,,,,,,,,,,,,,,
1062,Galcanezumab,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1063,Opicapone,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1064,Ripasudil,2등급,점안제 포함,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1065,Omidenepag isopropyl,2등급,점안제 포함,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1066,Risankizumab,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1067,Benralizumab,2등급,,"임부에 대한 안전성 미확립
태반이행 보고",,,,,,,,,,,,,,,
1068,Vonoprazan,2등급,,"임부에 대한 안전성 미확립
동물실험(랫트) 시 최대 임상용량(40mg/day)의 약 28배를 초과하는 노출량에서 태자체중 및 태반 중량의 낮은 수치, 외상 이상(항문 협착 및 꼬리의 이상) 및 내장 이상(심실중격결손 및 이상쇄골하동맥) 확인",,,,,,,,,,,,,,,
1069,Lubiprostone,2등급,,"랫트에 1,000mcg/kg/day 투여 시 착상 부위 및 살아있는 배자 수 감소
랫트에 2,000mcg/kg/day 투여 시 조기 재흡수 및 연조직 기형 증가
기니피그에 1, 10 및 25mcg/kg/day 반복 투여 시 용량 의존적인 태자소실 유발",,,,,,,,,,,,,,,
1070,Romosozumab,2등급,,"임부에 대한 안전성 미확립
사람에서 관찰된 전신 노출의 최소 30배 이상 노출한 랫트의 생식 및 발생 독성시험에서 인간에게 발견되지 않는 골격 과정인 경추 6번에서의 배쪽돌기 감소 발생률 증가, 합지증 및 다지증을 포함하는 골격계 이상이 새끼 75마리 중 1마리에서 발생",,,,,,,,,,,,,,,
1071,Inotuzumab ozogamicin,2등급,,"랫트의 배태자 발생시험에서 최대권장용량의 약 0.4배에서 태자 성장지연, 최대권장용량의 약 2배에서 흡수증가 및 생존 태자체중 감소와 골화지연으로 입증된 태자 성장지연을 포함한 배태자 독성 관찰",,,,,,,,,,,,,,,
1072,Abemaciclib,2등급,,"랫트의 배태자 발달시험에서 기관형성 기간에 4mg/kg/day 이상의 용량에서 태자체중 감소, 심혈관계 및 골격기형 및 변화의 발생률 증가",,,,,,,,,,,,,,,
1073,Tipiracil + Trifluridine,2등급,,"동물실험(랫트)에서 Trifluridine 용량이 50mg/kg 이상(임상용량의 약 0.33배)에서 태자 체중감소, 150mg/kg(임상용량의 약 0.92배)에서 배아 치사 및 구조적 이상(꼬인 꼬리, 구개 파열, 지결손증, 전신부종, 대혈관 전위 및 골격 기형) 관찰",,,,,,,,,,,,,,,
1074,Olaparib,2등급,,"랫트 배태자 발달시험에서 유해한 모체 독성을 유도하지 않는 용량 수준에서 배태자 생존 감소, 태자체중 감소 및 태자발달 이상(내장 및 골격이상, 주요 안구 및 척추/늑골 기형 포함) 나타냄",,,,,,,,,,,,,,,
1075,Ribociclib,2등급,,"동물 생식독성시험에서 랫드(사람노출량의 0.6배)에서 착상 후 유산 발생률 증가와 태자체중 감소, 토끼(사람노출량의 1.5배)에서 태자 기형 발생률 증가",,,,,,,,,,,,,,,
1076,Bictegravir + Emtricitabine + Tenofovir alafenamide,2등급,,임부에 대한 안전성 미확립,,,,,,,,,,,,,,,
1077,Baloxavir marboxil,2등급,,"임부에 대한 안전성 미확립
토끼에서 1000mg/kg/day 용량은 모체독성을 유발하여 19마리 중 2마리에서 유산을 초래. 골격변이(경추 늑골)가 있는 태자 발생률 증가",,,,,,,,,,,,,,,
